trial_num,jspsychID,stimulus,agent,time_elapse,causal_rating,counterfactual_rating,animacy_rating,rt_1,rt_2,rt_3,trial_rt,subject_id,outcome,cf,outcome_CF_match,vid_num
30,h6v1vpeevwnl99k,16p_out_out_med.mp4,inanimate,424166.0,60,59,59,15750.30000001192,18678.69999998808,20454.39999997616,21012.0,11,out,out,True,16
32,h6v1vpeevwnl99k,16a_out_out_med.mp4,animate,444255.0,72,69,64,15829.399999976158,17080.099999964237,18233.59999996424,19080.79999995232,11,out,out,True,16
34,h6v1vpeevwnl99k,17a_out_out_far.mp4,animate,457016.0,20,16,47,6806.599999964237,9557.099999964235,11025.19999998808,11502.0,11,out,out,True,17
36,h6v1vpeevwnl99k,18a_out_out_far.mp4,animate,470122.0,25,25,79,5951.0,7136.699999988079,10452.80000001192,11598.69999998808,11,out,out,True,18
38,h6v1vpeevwnl99k,9p_in_in.mp4,inanimate,485849.0,69,42,36,8532.700000047684,10138.400000035765,14736.30000001192,15220.700000047684,11,in,in,True,9
40,h6v1vpeevwnl99k,23a_out_in_far.mp4,animate,501954.0,59,61,70,9986.19999998808,11252.19999998808,13656.5,14600.599999964235,11,out,in,False,23
42,h6v1vpeevwnl99k,23p_out_in_far.mp4,inanimate,517023.0,69,62,57,9851.200000047684,12288.0,13190.900000035765,14312.30000001192,11,out,in,False,23
44,h6v1vpeevwnl99k,8p_in_in.mp4,inanimate,531112.0,14,92,9,6128.800000011921,11453.30000001192,13275.69999998808,13832.5,11,in,in,True,8
46,h6v1vpeevwnl99k,12a_in_in.mp4,animate,550351.0,60,79,37,13940.400000035765,15046.100000023842,17885.400000035763,18982.400000035763,11,in,in,True,12
48,h6v1vpeevwnl99k,22p_out_in_med.mp4,inanimate,565431.0,30,31,40,6230.900000035763,7360.300000011921,12290.80000001192,13072.30000001192,11,out,in,False,22
50,h6v1vpeevwnl99k,9a_in_in.mp4,animate,584226.0,74,39,76,9319.0,14538.69999998808,16071.5,16789.600000023842,11,in,in,True,9
52,h6v1vpeevwnl99k,14a_out_out_close.mp4,animate,598005.0,67,73,85,5196.600000023842,7899.199999988079,11117.19999998808,11771.30000001192,11,out,out,True,14
54,h6v1vpeevwnl99k,6p_in_out_far.mp4,inanimate,609251.0,73,6,65,4582.699999988079,8172.600000023842,9705.69999998808,10237.899999976158,11,in,out,False,6
56,h6v1vpeevwnl99k,14p_out_out_close_.mp4,inanimate,702800.0,68,58,45,88773.60000002384,90402.80000001192,91807.30000001192,92541.40000003576,11,out,out,True,14
58,h6v1vpeevwnl99k,10p_in_in.mp4,inanimate,713940.0,64,69,45,5914.199999988079,6833.599999964237,9456.299999952316,9883.69999998808,11,in,in,True,10
60,h6v1vpeevwnl99k,1a_in_out_close.mp4,animate,725871.0,68,56,78,8222.5,7496.199999988079,10602.599999964235,11174.30000001192,11,in,out,False,1
62,h6v1vpeevwnl99k,5a_in_out_far.mp4,animate,1038385.0,79,44,89,309045.1999999881,310278.1999999881,311408.10000002384,312005.5,11,in,out,False,5
64,h6v1vpeevwnl99k,20a_out_in_close.mp4,animate,1047208.0,83,82,88,4287.399999976158,5554.199999988079,6765.5,8316.0,11,out,in,False,20
66,h6v1vpeevwnl99k,6a_in_out_far.mp4,animate,1086785.0,82,13,69,5812.099999964237,9483.0,36215.59999996424,37571.5,11,in,out,False,6
68,h6v1vpeevwnl99k,7p_in_in.mp4,inanimate,1126679.0,20,85,46,34973.90000003576,36136.19999998808,38378.90000003576,38887.19999998808,11,in,in,True,7
70,h6v1vpeevwnl99k,19p_out_in_close.mp4,inanimate,1156858.0,80,57,70,23811.89999997616,27104.09999996424,28274.30000001192,29420.39999997616,11,out,in,False,19
72,h6v1vpeevwnl99k,22a_out_in_med.mp4,animate,1175277.0,70,58,85,6761.200000047684,8899.0,16419.900000035763,17162.0,11,out,in,False,22
74,h6v1vpeevwnl99k,11p_in_in.mp4,inanimate,1186638.0,59,73,55,5770.5,8343.800000011921,10183.899999976158,10853.69999998808,11,in,in,True,11
76,h6v1vpeevwnl99k,21p_out_in_med.mp4,inanimate,1200417.0,57,42,47,6497.600000023842,8771.0,11336.30000001192,11772.5,11,out,in,False,21
78,h6v1vpeevwnl99k,20p_out_in_close.mp4,inanimate,1218438.0,71,64,47,11414.80000001192,12858.900000035765,15327.30000001192,16513.30000001192,11,out,in,False,20
80,h6v1vpeevwnl99k,3a_in_out_med.mp4,animate,1230080.0,84,40,63,5544.0,6928.900000035763,9277.69999998808,10382.600000023842,11,in,out,False,3
82,h6v1vpeevwnl99k,13p_out_out_close_.mp4,inanimate,1240762.0,74,62,56,6754.699999988079,7609.899999976158,8932.899999976158,9425.19999998808,11,out,out,True,13
84,h6v1vpeevwnl99k,18p_out_out_far.mp4,inanimate,1250119.0,69,69,58,4211.600000023842,6106.899999976158,7599.699999988079,8100.0,11,out,out,True,18
86,h6v1vpeevwnl99k,3p_in_out_med.mp4,inanimate,1261831.0,79,37,46,5848.0,7147.100000023842,9760.400000035765,10954.30000001192,11,in,out,False,3
88,h6v1vpeevwnl99k,4a_in_out_med.mp4,animate,1272310.0,81,43,70,5945.699999988079,7099.900000035763,8335.900000035763,8971.600000023842,11,in,out,False,4
90,h6v1vpeevwnl99k,2p_in_out_close.mp4,inanimate,1286377.0,74,54,62,4778.299999952316,7013.599999964237,11725.69999998808,12559.899999976158,11,in,out,False,2
92,h6v1vpeevwnl99k,12p_in_in.mp4,inanimate,1298492.0,63,62,46,6758.899999976158,8211.599999964237,9534.30000001192,10357.19999998808,11,in,in,True,12
94,h6v1vpeevwnl99k,24p_out_in_far.mp4,inanimate,1310641.0,82,71,43,4672.300000011921,5543.5,7471.600000023842,11392.100000023842,11,out,in,False,24
96,h6v1vpeevwnl99k,15p_out_out_med.mp4,inanimate,1322694.0,75,62,44,6196.199999988079,9947.5,11165.69999998808,11545.19999998808,11,out,out,True,15
98,h6v1vpeevwnl99k,13a_out_out_close.mp4,animate,1334167.0,82,84,87,4969.800000011921,6865.699999988079,9020.30000001192,10215.399999976158,11,out,out,True,13
100,h6v1vpeevwnl99k,19a_out_in_close.mp4,animate,1347695.0,76,77,81,4123.5,11094.0,7487.700000047684,12521.600000023842,11,out,in,False,19
6,gf5jex5z52wv4tp,2p_in_out_close.mp4,inanimate,148691.0,89,15,38,30790.39999997616,37713.69999998808,44724.79999998212,46131.39999997616,13,in,out,False,2
8,gf5jex5z52wv4tp,10p_in_in.mp4,inanimate,186098.0,17,88,58,8422.5,32580.60000002384,36328.5,37149.80000001192,13,in,in,True,10
10,gf5jex5z52wv4tp,23a_out_in_far.mp4,animate,253757.0,37,28,100,40515.59999999404,37774.70000001788,66158.5,67402.30000001192,13,out,in,False,23
12,gf5jex5z52wv4tp,6p_in_out_far.mp4,inanimate,293960.0,100,1,22,16706.80000001192,24868.40000000596,38406.80000001192,39195.90000000596,13,in,out,False,6
14,gf5jex5z52wv4tp,22p_out_in_med.mp4,inanimate,323847.0,9,1,26,13242.09999999404,18883.5,28862.5,29626.09999999404,13,out,in,False,22
16,gf5jex5z52wv4tp,14a_out_out_close.mp4,animate,346298.0,100,100,100,10955.40000000596,14085.5,17538.40000000596,21442.20000001788,13,out,out,True,14
18,gf5jex5z52wv4tp,18p_out_out_far.mp4,inanimate,386539.0,85,1,29,23837.0,27445.69999998808,37517.19999998808,38234.69999998808,13,out,out,True,18
20,gf5jex5z52wv4tp,8p_in_in.mp4,inanimate,415095.0,1,100,6,10324.09999999404,19634.90000000596,26010.30000001192,27047.0,13,in,in,True,8
22,gf5jex5z52wv4tp,12p_in_in.mp4,inanimate,435607.0,1,100,8,13981.30000001192,16461.20000001788,18863.30000001192,19754.60000002384,13,in,in,True,12
24,gf5jex5z52wv4tp,3a_in_out_med.mp4,animate,463731.0,71,17,96,18117.30000001192,26385.59999999404,5121.300000011921,27868.70000001788,13,in,out,False,3
26,gf5jex5z52wv4tp,8a_in_in.mp4,animate,479332.0,1,100,95,10226.20000001788,13348.80000001192,5760.800000011921,14344.20000001788,13,in,in,True,8
28,gf5jex5z52wv4tp,16p_out_out_med.mp4,inanimate,507529.0,33,25,17,15547.90000000596,19942.80000001192,27176.0,27940.80000001192,13,out,out,True,16
30,gf5jex5z52wv4tp,23p_out_in_far.mp4,inanimate,535126.0,12,15,34,14472.90000000596,18206.0,26851.0,27339.59999999404,13,out,in,False,23
32,gf5jex5z52wv4tp,17a_out_out_far.mp4,animate,557734.0,17,1,98,17292.69999998808,19996.90000000596,9225.19999998808,21349.69999998808,13,out,out,True,17
34,gf5jex5z52wv4tp,9p_in_in.mp4,inanimate,584295.0,68,37,21,17041.30000001192,21954.70000001788,24520.60000002384,25052.90000000596,13,in,in,True,9
36,gf5jex5z52wv4tp,20a_out_in_close.mp4,animate,604353.0,93,100,100,16220.70000001788,18176.09999999404,10525.40000000596,19051.09999999404,13,out,in,False,20
38,gf5jex5z52wv4tp,3p_in_out_med.mp4,inanimate,625470.0,70,31,34,17192.80000001192,19945.5,12789.70000001788,20609.70000001788,13,in,out,False,3
40,gf5jex5z52wv4tp,21a_out_in_med.mp4,animate,649409.0,83,75,83,21302.59999999404,22478.79999998212,7021.799999982119,23683.19999998808,13,out,in,False,21
42,gf5jex5z52wv4tp,11a_in_in.mp4,animate,673743.0,59,66,77,17321.19999998808,21918.39999997616,7121.299999982119,23827.29999998212,13,in,in,True,11
44,gf5jex5z52wv4tp,20p_out_in_close.mp4,inanimate,694099.0,70,83,35,15845.90000000596,17753.70000001788,10020.80000001192,18598.70000001788,13,out,in,False,20
46,gf5jex5z52wv4tp,13p_out_out_close_.mp4,inanimate,709808.0,89,89,15,13070.29999998212,8002.199999988079,6045.59999999404,13952.09999999404,13,out,out,True,13
48,gf5jex5z52wv4tp,6a_in_out_far.mp4,animate,728486.0,100,1,66,11532.20000001788,15611.30000001192,5048.5,16671.09999999404,13,in,out,False,6
50,gf5jex5z52wv4tp,19p_out_in_close.mp4,inanimate,745281.0,85,71,28,6260.4000000059605,12334.5,14970.40000000596,15536.80000001192,13,out,in,False,19
52,gf5jex5z52wv4tp,16a_out_out_med.mp4,animate,760409.0,90,90,100,10241.19999998808,12380.59999999404,4089.299999982119,14121.09999999404,13,out,out,True,16
54,gf5jex5z52wv4tp,21p_out_in_med.mp4,inanimate,783399.0,23,20,13,11006.69999998808,14954.19999998808,21199.59999999404,22482.89999997616,13,out,in,False,21
56,gf5jex5z52wv4tp,19a_out_in_close.mp4,animate,805519.0,32,23,88,16301.5,19699.79999998212,4703.699999988079,20611.59999999404,13,out,in,False,19
58,gf5jex5z52wv4tp,12a_in_in.mp4,animate,825742.0,8,97,87,8542.600000023842,12072.90000000596,19026.5,19715.30000001192,13,in,in,True,12
60,gf5jex5z52wv4tp,4a_in_out_med.mp4,animate,841652.0,84,64,92,12617.90000000596,14455.79999998212,6204.5,15153.19999998808,13,in,out,False,4
62,gf5jex5z52wv4tp,17p_out_out_far.mp4,inanimate,870197.0,31,9,7,10658.59999999404,21044.90000000596,25851.59999999404,26787.30000001192,13,out,out,True,17
64,gf5jex5z52wv4tp,13a_out_out_close.mp4,animate,883929.0,92,92,88,10886.899999976158,12339.69999998808,4913.399999976158,12974.29999998212,13,out,out,True,13
66,gf5jex5z52wv4tp,1a_in_out_close.mp4,animate,905965.0,88,98,82,7487.100000023842,12833.0,19796.0,20529.90000000596,13,in,out,False,1
68,gf5jex5z52wv4tp,9a_in_in.mp4,animate,923691.0,87,90,99,11430.399999976158,13252.59999999404,14977.09999999404,15718.59999999404,13,in,in,True,9
70,gf5jex5z52wv4tp,4p_in_out_med.mp4,inanimate,936616.0,82,16,17,4900.699999988079,10803.40000000596,11892.0,12416.59999999404,13,in,out,False,4
72,gf5jex5z52wv4tp,7p_in_in.mp4,inanimate,954287.0,1,100,11,12547.29999998212,11132.59999999404,15453.19999998808,16164.399999976158,13,in,in,True,7
74,gf5jex5z52wv4tp,14p_out_out_close_.mp4,inanimate,971965.0,89,91,5,9843.40000000596,11460.100000023842,14974.5,15670.5,13,out,out,True,14
76,gf5jex5z52wv4tp,22a_out_in_med.mp4,animate,990238.0,82,65,91,15886.90000000596,16884.80000001192,4559.5,17516.59999999404,13,out,in,False,22
78,gf5jex5z52wv4tp,1p_in_out_close.mp4,inanimate,1007160.0,73,64,10,6661.0,10085.5,15526.30000001192,16165.0,13,in,out,False,1
80,gf5jex5z52wv4tp,10 a_in_in.mp4,animate,1024363.0,87,89,92,14455.09999999404,13061.90000000596,6170.5,15196.5,13,in,in,True,10
82,gf5jex5z52wv4tp,2a_in_out_close.mp4,animate,1047423.0,74,85,70,4079.300000011921,16583.30000001192,20909.30000001192,21552.60000002384,13,in,out,False,2
84,gf5jex5z52wv4tp,11p_in_in.mp4,inanimate,1069911.0,79,93,13,12560.29999998212,16718.19999998808,20910.79999998212,21731.59999999404,13,in,in,True,11
86,gf5jex5z52wv4tp,7a_in_in.mp4,animate,1086317.0,6,95,98,11633.0,13850.80000001192,8325.90000000596,15899.40000000596,13,in,in,True,7
88,gf5jex5z52wv4tp,24a_out_in_far.mp4,animate,1101654.0,82,9,87,11245.69999998808,12418.69999998808,14197.79999998212,14831.0,13,out,in,False,24
90,gf5jex5z52wv4tp,5a_in_out_far.mp4,animate,1117285.0,88,9,83,11233.79999998212,12639.899999976158,5331.699999988079,14124.79999998212,13,in,out,False,5
92,gf5jex5z52wv4tp,5p_in_out_far.mp4,inanimate,1131341.0,85,15,10,5247.300000011921,10834.40000000596,12750.09999999404,13299.19999998808,13,in,out,False,5
94,gf5jex5z52wv4tp,15p_out_out_med.mp4,inanimate,1146688.0,79,17,14,10868.69999998808,12080.69999998808,13664.80000001192,14840.0,13,out,out,True,15
96,gf5jex5z52wv4tp,18a_out_out_far.mp4,animate,1163246.0,66,1,95,12947.70000001788,14561.5,8334.59999999404,15551.40000000596,13,out,out,True,18
98,gf5jex5z52wv4tp,15a_out_out_close.mp4,animate,1173243.0,84,93,93,4508.5,5915.300000011921,7676.5,8241.0,13,out,out,True,15
100,gf5jex5z52wv4tp,24p_out_in_far.mp4,inanimate,1196010.0,84,19,8,11018.69999998808,13545.90000000596,21820.40000000596,22510.40000000596,13,out,in,False,24
6,uksvhuz6vfw8nn2,14p_out_out_close_.mp4,inanimate,317356.0,100,100,100,47504.79999995232,53104.79999995232,95575.29999995232,97140.20000004768,14,out,out,True,14
8,uksvhuz6vfw8nn2,15p_out_out_med.mp4,inanimate,410959.0,1,100,100,89604.70000004768,83902.80000019073,87015.40000009537,93320.0,14,out,out,True,15
10,uksvhuz6vfw8nn2,8p_in_in.mp4,inanimate,616681.0,1,100,96,197529.5,115927.59999990465,203775.29999995232,205445.90000009537,14,in,in,True,8
12,uksvhuz6vfw8nn2,3a_in_out_med.mp4,animate,665978.0,99,1,100,18198.200000047684,36642.09999990463,47489.40000009537,48529.70000004768,14,in,out,False,3
14,uksvhuz6vfw8nn2,14a_out_out_close.mp4,animate,709133.0,100,100,100,25193.5,34889.09999990463,40493.39999985695,42625.29999995232,14,out,out,True,14
16,uksvhuz6vfw8nn2,9a_in_in.mp4,animate,746560.0,100,100,100,26094.5,30340.200000047684,35170.0,36158.20000004768,14,in,in,True,9
18,uksvhuz6vfw8nn2,21a_out_in_med.mp4,animate,795428.0,1,1,100,29034.700000047684,42912.20000004768,46455.79999995232,47585.79999995232,14,out,in,False,21
20,uksvhuz6vfw8nn2,10p_in_in.mp4,inanimate,839902.0,1,100,45,20191.79999995232,32743.29999995232,42572.29999995232,43944.29999995232,14,in,in,True,10
22,uksvhuz6vfw8nn2,6p_in_out_far.mp4,inanimate,891575.0,100,1,61,19312.79999995232,29112.699999809265,47363.29999995232,49896.29999995232,14,in,out,False,6
24,uksvhuz6vfw8nn2,19p_out_in_close.mp4,inanimate,986868.0,1,1,66,78917.30000019073,81925.90000009537,91828.60000014304,94023.40000009535,14,out,in,False,19
26,uksvhuz6vfw8nn2,20a_out_in_close.mp4,animate,1030147.0,1,1,100,34387.29999995232,39460.0,9263.5,41763.39999985695,14,out,in,False,20
28,uksvhuz6vfw8nn2,11a_in_in.mp4,animate,1068217.0,1,100,100,27427.59999990464,32975.29999995232,35838.09999990463,36549.5,14,in,in,True,11
30,uksvhuz6vfw8nn2,20p_out_in_close.mp4,inanimate,1102742.0,1,1,64,26015.79999995232,30141.09999990464,33336.699999809265,34005.39999985695,14,out,in,False,20
32,uksvhuz6vfw8nn2,24a_out_in_far.mp4,animate,1149107.0,1,1,61,41192.20000004768,35190.5,44428.79999995232,45340.70000004768,14,out,in,False,24
34,uksvhuz6vfw8nn2,17a_out_out_far.mp4,animate,1174859.0,1,1,100,22721.89999985695,17376.699999809265,12544.5,23726.0,14,out,out,True,17
36,uksvhuz6vfw8nn2,12p_in_in.mp4,inanimate,1198551.0,1,100,63,18514.79999995232,20473.5,22263.29999995232,23174.39999985695,14,in,in,True,12
38,uksvhuz6vfw8nn2,18a_out_out_far.mp4,animate,1221457.0,1,1,100,21509.5,17351.60000014305,9426.0,22638.900000095367,14,out,out,True,18
40,uksvhuz6vfw8nn2,19a_out_in_close.mp4,animate,1262754.0,1,1,100,32471.60000014305,38151.70000004768,39793.29999995232,40766.10000014305,14,out,in,False,19
42,uksvhuz6vfw8nn2,21p_out_in_med.mp4,inanimate,1295449.0,1,1,61,22783.5,25761.80000019073,30607.30000019073,31423.400000095367,14,out,in,False,21
44,uksvhuz6vfw8nn2,10 a_in_in.mp4,animate,1321381.0,100,1,72,21954.700000047684,20239.09999990464,24939.39999985695,25661.5,14,in,in,True,10
46,uksvhuz6vfw8nn2,5p_in_out_far.mp4,inanimate,1347032.0,100,1,63,16670.0,19450.29999995232,23239.400000095367,23873.29999995232,14,in,out,False,5
48,uksvhuz6vfw8nn2,23a_out_in_far.mp4,animate,1383128.0,1,100,90,30780.0,32325.199999809265,8814.5,34312.29999995232,14,out,in,False,23
50,uksvhuz6vfw8nn2,11p_in_in.mp4,inanimate,1438893.0,100,28,73,42916.69999980927,50315.0,19255.09999990464,53749.29999995232,14,in,in,True,11
52,uksvhuz6vfw8nn2,2a_in_out_close.mp4,animate,1487888.0,1,100,67,40813.29999995232,43849.20000004768,47287.70000004768,48468.10000014305,14,in,out,False,2
54,uksvhuz6vfw8nn2,22a_out_in_med.mp4,animate,1524053.0,1,1,89,26312.5,31127.400000095367,33899.5,35879.5,14,out,in,False,22
56,uksvhuz6vfw8nn2,16p_out_out_med.mp4,inanimate,1561050.0,1,1,66,17441.0,31824.60000014305,34108.29999995232,35222.40000009537,14,out,out,True,16
58,uksvhuz6vfw8nn2,13p_out_out_close_.mp4,inanimate,1606971.0,100,100,71,31361.79999995232,42716.5,43950.90000009537,44897.20000004768,14,out,out,True,13
60,uksvhuz6vfw8nn2,7p_in_in.mp4,inanimate,1638623.0,1,100,67,25685.5,28985.79999995232,30421.0,31389.0,14,in,in,True,7
62,uksvhuz6vfw8nn2,18p_out_out_far.mp4,inanimate,1666772.0,1,1,69,20929.29999995232,24296.89999985695,25328.699999809265,26381.0,14,out,out,True,18
64,uksvhuz6vfw8nn2,15a_out_out_close.mp4,animate,1714571.0,100,100,100,40888.5,44039.60000014305,45256.5,46271.60000014305,14,out,out,True,15
66,uksvhuz6vfw8nn2,17p_out_out_far.mp4,inanimate,1732189.0,1,1,71,11084.599999904633,14014.199999809263,15953.0,16851.199999809265,14,out,out,True,17
68,uksvhuz6vfw8nn2,6a_in_out_far.mp4,animate,1780455.0,100,1,62,46128.20000004768,41519.29999995232,38213.29999995232,47233.5,14,in,out,False,6
70,uksvhuz6vfw8nn2,7a_in_in.mp4,animate,1819803.0,1,100,71,23963.900000095367,31843.700000047684,35196.10000014305,37577.79999995232,14,in,in,True,7
72,uksvhuz6vfw8nn2,2p_in_out_close.mp4,inanimate,1856185.0,17,100,65,26266.400000095367,29981.60000014305,32230.400000095367,34354.90000009537,14,in,out,False,2
74,uksvhuz6vfw8nn2,16a_out_out_med.mp4,animate,1890898.0,100,100,100,29034.09999990464,25634.79999995232,32123.29999995232,33182.09999990463,14,out,out,True,16
76,uksvhuz6vfw8nn2,13a_out_out_close.mp4,animate,1907802.0,100,100,99,8949.399999856949,10946.099999904633,13921.0,14885.699999809263,14,out,out,True,13
78,uksvhuz6vfw8nn2,9p_in_in.mp4,inanimate,1935979.0,38,81,65,18394.200000047684,23662.200000047684,25368.79999995232,27898.09999990464,14,in,in,True,9
80,uksvhuz6vfw8nn2,4p_in_out_med.mp4,inanimate,2008657.0,100,1,65,25936.900000095367,67451.30000019073,70136.10000014305,70898.10000014305,14,in,out,False,4
82,uksvhuz6vfw8nn2,8a_in_in.mp4,animate,2027887.0,1,100,76,11558.400000095367,15754.799999952316,17185.299999952316,17954.900000095367,14,in,in,True,8
84,uksvhuz6vfw8nn2,3p_in_out_med.mp4,inanimate,2064470.0,100,22,74,26177.80000019073,30933.10000014305,33490.0,35810.40000009537,14,in,out,False,3
86,uksvhuz6vfw8nn2,12a_in_in.mp4,animate,2088243.0,1,100,63,10870.799999952316,18750.29999995232,22372.900000095367,23506.10000014305,14,in,in,True,12
88,uksvhuz6vfw8nn2,1p_in_out_close.mp4,inanimate,2111390.0,100,1,65,14261.200000047684,18316.29999995232,19462.5,21372.400000095367,14,in,out,False,1
90,uksvhuz6vfw8nn2,5a_in_out_far.mp4,animate,2129989.0,100,1,82,13726.399999856949,12174.200000047684,16324.700000047684,17073.39999985695,14,in,out,False,5
92,uksvhuz6vfw8nn2,4a_in_out_med.mp4,animate,2153292.0,1,100,95,18895.199999809265,15426.799999952316,20326.09999990464,22282.39999985695,14,in,out,False,4
94,uksvhuz6vfw8nn2,1a_in_out_close.mp4,animate,2176869.0,1,100,74,15402.300000190737,18776.0,19976.900000095367,22552.0,14,in,out,False,1
96,uksvhuz6vfw8nn2,22p_out_in_med.mp4,inanimate,2216280.0,1,1,62,29260.10000014305,35250.40000009537,37425.5,38128.70000004768,14,out,in,False,22
98,uksvhuz6vfw8nn2,24p_out_in_far.mp4,inanimate,2236826.0,100,99,72,16079.299999952316,18211.29999995232,19162.79999995232,20013.200000047684,14,out,in,False,24
100,uksvhuz6vfw8nn2,23p_out_in_far.mp4,inanimate,2275506.0,100,100,73,32388.59999990464,36524.79999995232,37503.79999995232,38407.70000004768,14,out,in,False,23
6,15a994d8otom797,11p_in_in.mp4,inanimate,611657.0,100,21,84,16236.700000000186,30438.5,73061.0,76287.5,17,in,in,True,11
8,15a994d8otom797,4p_in_out_med.mp4,inanimate,661145.0,100,1,88,14028.600000000091,19272.19999999996,46437.10000000009,48233.19999999995,17,in,out,False,4
10,15a994d8otom797,13a_out_out_close.mp4,animate,706695.0,100,31,100,24962.100000000093,38998.5,42172.69999999995,44041.19999999995,17,out,out,True,13
12,15a994d8otom797,18p_out_out_far.mp4,inanimate,764198.0,1,1,36,17263.300000000047,22358.600000000093,51617.19999999995,56752.10000000009,17,out,out,True,18
14,15a994d8otom797,1a_in_out_close.mp4,animate,812708.0,82,25,67,29998.5,36340.19999999995,45643.5,46501.30000000005,17,in,out,False,1
16,15a994d8otom797,22a_out_in_med.mp4,animate,848646.0,100,100,100,28212.19999999996,31458.899999999907,32760.0,35664.09999999986,17,out,in,False,22
18,15a994d8otom797,10p_in_in.mp4,inanimate,895201.0,64,100,19,18808.399999999907,16283.5,41904.5,44792.30000000005,17,in,in,True,10
20,15a994d8otom797,21a_out_in_med.mp4,animate,943796.0,58,69,100,30411.899999999907,36652.29999999981,46704.0,48075.79999999981,17,out,in,False,21
22,15a994d8otom797,24p_out_in_far.mp4,inanimate,964444.0,100,66,38,9191.5,12337.200000000186,19512.0,20382.600000000093,17,out,in,False,24
24,15a994d8otom797,13p_out_out_close_.mp4,inanimate,984615.0,100,61,45,7691.399999999907,13495.899999999909,19031.600000000093,19900.5,17,out,out,True,13
26,15a994d8otom797,20a_out_in_close.mp4,animate,1002608.0,100,70,100,10553.19999999972,15821.399999999909,13679.299999999814,16736.299999999814,17,out,in,False,20
28,15a994d8otom797,15a_out_out_close.mp4,animate,1047674.0,1,1,85,13942.19999999972,21721.099999999627,36345.69999999972,43536.59999999963,17,out,out,True,15
30,15a994d8otom797,4a_in_out_med.mp4,animate,1074181.0,100,1,100,15255.700000000186,21199.299999999814,24802.299999999814,25492.399999999907,17,in,out,False,4
32,15a994d8otom797,21p_out_in_med.mp4,inanimate,1162389.0,61,65,25,14347.19999999972,25592.0,85938.29999999981,86945.3999999999,17,out,in,False,21
34,15a994d8otom797,14p_out_out_close_.mp4,inanimate,1190235.0,35,25,38,15711.600000000091,20316.700000000183,26108.5,26834.899999999907,17,out,out,True,14
36,15a994d8otom797,9a_in_in.mp4,animate,1211029.0,57,84,100,13304.69999999972,17793.899999999907,19109.799999999814,19775.19999999972,17,in,in,True,9
38,15a994d8otom797,9p_in_in.mp4,inanimate,1232600.0,56,71,22,10291.599999999627,12859.19999999972,15618.899999999909,20810.899999999907,17,in,in,True,9
40,15a994d8otom797,1p_in_out_close.mp4,inanimate,1271721.0,100,25,37,20655.600000000093,24754.0,35091.10000000009,37611.29999999981,17,in,out,False,1
42,15a994d8otom797,12a_in_in.mp4,animate,1293217.0,54,100,100,16308.80000000028,18857.80000000028,19873.900000000373,21227.0,17,in,in,True,12
44,15a994d8otom797,17a_out_out_far.mp4,animate,1334408.0,1,1,100,13891.0,35526.89999999991,39862.29999999981,40419.29999999981,17,out,out,True,17
46,15a994d8otom797,22p_out_in_med.mp4,inanimate,1360969.0,76,89,9,13552.799999999814,15208.5,19897.5,26048.69999999972,17,out,in,False,22
48,15a994d8otom797,3a_in_out_med.mp4,animate,1393098.0,78,27,100,17036.799999999814,19153.299999999814,29199.799999999814,30363.19999999972,17,in,out,False,3
50,15a994d8otom797,14a_out_out_close.mp4,animate,1407417.0,100,66,100,8337.100000000093,11659.700000000186,13411.5,14051.600000000091,17,out,out,True,14
52,15a994d8otom797,16p_out_out_med.mp4,inanimate,1436211.0,62,34,25,17073.899999999907,19853.600000000093,27598.0,28525.0,17,out,out,True,16
54,15a994d8otom797,23p_out_in_far.mp4,inanimate,1477155.0,99,68,59,29895.700000000183,34228.5,36717.700000000186,40415.79999999981,17,out,in,False,23
56,15a994d8otom797,17p_out_out_far.mp4,inanimate,1505535.0,1,1,1,14150.700000000186,17491.200000000186,27026.100000000093,27609.299999999814,17,out,out,True,17
58,15a994d8otom797,20p_out_in_close.mp4,inanimate,1533419.0,100,87,1,13459.599999999627,16376.799999999814,24726.399999999907,25875.099999999627,17,out,in,False,20
60,15a994d8otom797,19a_out_in_close.mp4,animate,1561922.0,100,81,100,11070.700000000186,18490.200000000183,25243.5,26485.100000000093,17,out,in,False,19
62,15a994d8otom797,12p_in_in.mp4,inanimate,1592733.0,41,100,1,11360.399999999909,13672.19999999972,21220.19999999972,30041.600000000093,17,in,in,True,12
64,15a994d8otom797,8a_in_in.mp4,animate,1621548.0,1,100,100,21198.600000000093,22920.80000000028,24130.600000000093,27304.80000000028,17,in,in,True,8
66,15a994d8otom797,2p_in_out_close.mp4,inanimate,1658703.0,75,37,24,20733.0,25379.899999999907,32440.099999999627,35895.89999999991,17,in,out,False,2
68,15a994d8otom797,5p_in_out_far.mp4,inanimate,1698741.0,100,1,61,12884.600000000091,17578.5,30344.399999999907,38277.700000000186,17,in,out,False,5
70,15a994d8otom797,8p_in_in.mp4,inanimate,1719939.0,1,100,81,13560.399999999909,16912.80000000028,19171.80000000028,20435.899999999907,17,in,in,True,8
72,15a994d8otom797,19p_out_in_close.mp4,inanimate,1752747.0,76,59,1,13505.900000000373,15889.100000000091,30700.200000000183,31791.400000000373,17,out,in,False,19
74,15a994d8otom797,18a_out_out_far.mp4,animate,1772496.0,1,1,100,13887.400000000373,15460.5,16406.600000000093,18485.80000000028,17,out,out,True,18
